12.3571 	INFO 	Loaded monitor calibration from ['2025_08_11 19:48']
12.3854 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.8850 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
12.8850 	INFO 	OpenGL version supported by driver is 4..
12.9758 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000168D2834400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000168D28343A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000168D28E9C60>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.9760 	EXP 	window1: backgroundImage = ''
12.9761 	EXP 	window1: backgroundFit = 'none'
13.8139 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.8140 	EXP 	window1: recordFrameIntervals = False
14.0661 	EXP 	window1: recordFrameIntervals = True
14.2502 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
14.2502 	EXP 	window1: recordFrameIntervals = False
14.4549 	INFO 	keyboard.Keyboard is using ptb backend.
14.4552 	INFO 	keyboard.Keyboard is using ptb backend.
14.4552 	EXP 	stroop: status = STARTED
14.5954 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='WELCOME ', units='height', win=Window(...), wrapWidth=1)
14.6065 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
14.6084 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.6294 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='THANK YOU!\n', units='height', win=Window(...), wrapWidth=1)
0.0209 	EXP 	text_2: autoDraw = True
1.0156 	EXP 	Imported conditions.xlsx as conditions, 4 conditions, 4 params
1.0208 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'RED', 'colour': 'red', 'stim_condition': 'C', 'correct_res': 'r', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0406 	EXP 	text_2: autoDraw = False
1.0406 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
1.0406 	EXP 	text: height = np.float64(0.05)
1.0406 	EXP 	text: height = np.float64(0.05)
1.0406 	EXP 	text: height = np.float64(0.05)
1.0406 	EXP 	text: text = 'RED'
1.0406 	EXP 	fixation: autoDraw = True
1.5035 	INFO 	Keyboard events cleared
1.5033 	EXP 	fixation: autoDraw = False
1.5033 	EXP 	text: autoDraw = True
2.3920 	EXP 	Device response: <KeyPress from None: t=2.2889404000000013, value=r, duration=None>
2.3925 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'BLUE ', 'colour': 'blue', 'stim_condition': 'C', 'correct_res': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.4026 	DATA 	Keypress: r
2.4104 	EXP 	fixation: autoDraw = False
2.4104 	EXP 	text: autoDraw = False
2.4104 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
2.4104 	EXP 	text: height = np.float64(0.05)
